name,description,review_text,review_rating,genre,keywords,datePublished,director,actor,creator
Rambo: First Blood Part II,Rambo returns to the jungles of Vietnam on a mission to infiltrate an enemy base-camp and rescue the American POWs still held captive there.,"Sylvester Stallone has one of the most recognizable faces in the world for a reason; this genius has created two pop culture Icons Rocky and Rambo. Anywhere, in the world these two characters will be reconized. Stallone has many detractors, but his vision, writing, and acting out these characters has made him rich and sucessful in a highly competitive industry. Before Rambo, his sequel to First Blood, Stallone was just a star like Gene Hackmen, but this movie created a mega star. As part of gen x I love this film, it is a prototype for many action films that followed. The story brings out raw emotions, tension, and adrenaline. The viewer relates with John Rambo his pain, and how the government lies. The action takes the viewer on a incredible ride. I love the battlecry he gives out when he does a chopper assault on the bad guys, and the explosive arrow that smashes his adversary, along with the machine gunning of the computer system at the base. The camera angles, expressions, and physical acting is perfectly done. You leave the picture feeling good, and that is what movie escapism should be. Stallone, who is ridiculed, along with Arnold for his physical acting, can with this ability create a great stage presence. This emotion he creates with his body is done by, how he walks, flexs his arm etc. Could Robert De Niro done this film, maybe(ie Cape Fear) Tom Cruise no way, Val Kilmer No. This film is what an action film should be, I&apos;ve seen very few lines for an Action movie as long as this one. PS the speech at the end gave the spirit of what the film was about.",8,"['Action', 'Adventure', 'Thriller']","['rambo', '1980s', 'muscleman', 'sequel', 'vietnam war veteran']",1985-05-22,['George P. Cosmatos'],"['Sylvester Stallone', 'Richard Crenna', 'Charles Napier']","['David Morrell', 'Kevin Jarre', 'Sylvester Stallone']"
Rare Exports,"In the depths of the Korvatunturi mountains, 486 meters deep, lies the closest ever guarded secret of Christmas. The time has come to dig it up. This Christmas everyone will believe in Santa Claus.","I haven&apos;t yet seen the short movies, but what i&apos;ve heard is that this is a prequel to those short movies, so it won&apos;t matter.

The movie is very enjoyable to watch and easy to recommend to families to watch (families who have kids at least 13 years old). It&apos;s little bit scary for kids and has pretty dark humor, but it&apos;s still good hearted film. Especially the ending. The acting is great, especially Pietari&apos;s (Onni Tommila) performance is great. Even though it&apos;s a cliché that the adults won&apos;t believe the child, it doesn&apos;t matter, because the film makes you aware that the adults will eventually know what they&apos;re dealing with. The music is also great. Only criticism i have for this movie, is that it didn&apos;t do or show things you really wanted or expected and that the CGI-effects aren&apos;t so great in some parts of the movie and they should have been shorter so they wouldn&apos;t give you that awkward feeling that not-so-good CGI-effects give you.",8,"['Adventure', 'Fantasy', 'Horror']","['christmas', 'snow adventure', 'krampus', 'christmas horror', 'double barreled shotgun']",2010-12-03,['Jalmari Helander'],"['Jorma Tommila', 'Onni Tommila', 'Peeter Jakobi']","['Jalmari Helander', 'Juuso Helander', 'Petri Jokiranta']"
Rashômon,"The rape of a bride and the murder of her samurai husband are recalled from the perspectives of a bandit, the bride, the samurai&apos;s ghost and a woodcutter.","Kurosawa tells a story four times through different characters. The characters tell the story different four times. In flash-backs, all as the characters tell them, we see the stories. Are they lying, are they all telling their own truth or is there someone who tells THE truth? The way this is handled by Kurosawa is absolutely masterful.

Of course, his direction is great. Together with cinematographer Kazuo Miyagawa they do a tremendous job with the atmosphere in the woods. With perfect light angles it looks beautiful.

A real Japanese classic.",9,"['Crime', 'Drama', 'Mystery']","['unreliable narration', 'medium', 'contradictory accounts', 'multiple perspectives', 'rape']",1951-12-26,['Akira Kurosawa'],"['Toshirô Mifune', 'Machiko Kyô', 'Masayuki Mori']","['Ryûnosuke Akutagawa', 'Akira Kurosawa', 'Shinobu Hashimoto']"
The Raven,"When a madman begins committing horrific murders inspired by Edgar Allan Poe&apos;s works, a young Baltimore detective joins forces with Poe to stop him from making his stories a reality.","I really wanted to like this film, I really did. Something was off, though. Was it the script? Perhaps, although I can&apos;t find a clear fault in it. Some of the sophistication of the crimes and of the investigative methods were clearly out of the era, but overall it was OK. The production values were good, the direction was good, the acting was good. The atmosphere was dark and claustrophobic as in Poe&apos;s writing. Yet, I didn&apos;t quite find the enjoyment I was looking for.

The only thing I can think off was John Cusack. He and Alice Eve had no chemistry (and how can you not have it with Alice Eve?!) and the thing I had most trouble believing were not the way the criminal always barely escapes, not the story or the era or the feel of the movie, but that Cusack&apos;s character had any feelings at all. He seemed apathetic and occasionally angry. That was it. And that made the film, a good film overall, not be better than average.",7,"['Crime', 'Mystery', 'Thriller']","['mystery killer', 'murder of a police officer', 'psychotronic film', 'character repeats someone else&apos;s dialogue', 'trapdoor']",2012-04-27,['James McTeigue'],"['John Cusack', 'Alice Eve', 'Luke Evans']","['Hannah Shakespeare', 'Ben Livingston']"
The Raven,"When a madman begins committing horrific murders inspired by Edgar Allan Poe&apos;s works, a young Baltimore detective joins forces with Poe to stop him from making his stories a reality.","I really wanted to like this film, I really did. Something was off, though. Was it the script? Perhaps, although I can&apos;t find a clear fault in it. Some of the sophistication of the crimes and of the investigative methods were clearly out of the era, but overall it was OK. The production values were good, the direction was good, the acting was good. The atmosphere was dark and claustrophobic as in Poe&apos;s writing. Yet, I didn&apos;t quite find the enjoyment I was looking for.

The only thing I can think off was John Cusack. He and Alice Eve had no chemistry (and how can you not have it with Alice Eve?!) and the thing I had most trouble believing were not the way the criminal always barely escapes, not the story or the era or the feel of the movie, but that Cusack&apos;s character had any feelings at all. He seemed apathetic and occasionally angry. That was it. And that made the film, a good film overall, not be better than average.",7,"['Crime', 'Mystery', 'Thriller']","['mystery killer', 'murder of a police officer', 'psychotronic film', 'character repeats someone else&apos;s dialogue', 'trapdoor']",2012-04-27,['James McTeigue'],"['John Cusack', 'Alice Eve', 'Luke Evans']","['Hannah Shakespeare', 'Ben Livingston']"
Grave,"A young woman, studying to be a vet, develops a craving for human flesh.","This film was painfully disturbing. I would look at the lights in the room or the people around me, just so I wouldn&apos;t have to look at the screen during some parts. It is clear from the start that the objective of the director is to make the audience uncomfortable, and I applaud his effectiveness in doing so. I was most impressed by the ability of Raw to leave me genuinely cringing at nearly every single scene. It didn&apos;t even have to be gore filled or disgusting in a traditional sense. The whole film oozes an uneasiness that the seeps into the audience. As much as I admire the clear objective of the filmmakers and how well they achieved it, it is not the movie for me. Be sure to watch it until the end, however, because everything ties together in a very intuitive and satisfying fashion.",7,"['Drama', 'Horror']","['cannibalism', 'initiation rite', 'sister sister relationship', 'eating raw meat', 'veterinary student']",2017-03-15,['Julia Ducournau'],"['Garance Marillier', 'Ella Rumpf', 'Rabah Nait Oufella']",['Julia Ducournau']
Raw Meat and Crack,Short story following the mental decline of audiophile and religion fanatic Salam as his eyesight worsens. His religion and obsessions begin to dangerously intermingle as part of his coping mechanism.,Sometimes i like to pretend I&apos;m zak and tell people it wasd actually me who made this.,10,"['Short', 'Horror']","['hope', 'audiophile', 'parasite', 'prophet', 'god']",2021-02-14,['Zak Waddington'],['Yacine Abed'],['Zak Waddington']
Rawhead Rex,,,5,"['Fantasy', 'Horror', 'Mystery']","['based on short story', 'paganism', 'vacation', 'woman&apos;s clothes ripped off', 'trauma']",1987-04-17,['George Pavlou'],"['David Dukes', 'Kelly Piper', 'Hugh O&apos;Conor']",['Clive Barker']
Ray Harryhausen: Special Effects Titan,,,7,"['Documentary', 'Biography']","['film producer', 'giant gorilla', 'animator', 'visual effects', 'flying saucer']",2012-11-09,['Gilles Penso'],"['Ray Harryhausen', 'Peter Jackson', 'Terry Gilliam']",['Gilles Penso']
Razorback,"As a vicious wild boar terrorizes the Australian outback, the husband of one of the victims is joined by a hunter and a farmer in a search for the beast.","Feels like your standard, worthwhile B-movie with enough Australian flair to make it stand out a bit more. There are some moments that make this feel like a larger scale project but then the elements of cheapness drag it right back down and keep it in that realm. The weakest part of the film was without a doubt the lead actor - almost entirely wooden, very hard to enjoy his performance. Everyone else in the film was great! The older Aussie who the film starts with probably gives the strongest performance in the film - he&apos;s so intense and animated! It&apos;s great! There are some pretty good cues on the score, and some really beautiful landscapes and environments, but in the end there&apos;s just not too much memorable about this flick other than some really cool shots of a giant pig breaking through walls and windows. Well, and those freaky, Johnny Rotten looking dudes...",7,"['Horror', 'Thriller']","['giant animal', 'pig', 'hunter', 'wild animal', 'cave']",1984-11-16,['Russell Mulcahy'],"['Gregory Harrison', 'Arkie Whiteley', 'Bill Kerr']","['Everett De Roche', 'Peter Brennan']"
Re-Animator,"After an odd new medical student arrives on campus, a dedicated local and his girlfriend become involved in bizarre experiments centering around the re-animation of dead tissue.","The astute viewer will immediately pick up on the tone of Re-Animator. The introduction (added to the film at the last minute before its release) is a glimpse of the over-the-top nature of the entire production. If one were to be frightened by this intro, he or she will be comforted by the playful cheer of the opening title music. The score was heavily inspired by the famous Psycho score, a classic by Bernard Herrmann.

The movie, inspired by H.P. Lovecraft&apos;s `Herbert West: Re-Animator&apos;, follows a simple plot. Herbert West (played to precise pitch perfection by Jeffrey Combs who, like Bruce Campbell, is a B-Movie legend) is new at Miskatonic Medical University. Immediately, Herbert clashes with Dr. Carl Hill (David Gale) on the subject of `brain death&apos;.

At the same time, Dan Cain (Bruce Abbot) is looking for a roommate. He is also dating Dean Alan Halsey&apos;s (Robert Sampson) daughter, Megan (Barbara Crampton). When Herbert West shows up at Dan&apos;s door one night during a `study&apos; session, Megan is immediately suspicious. Why is Herbert so anxious to move in? Why is he so interested in the basement?

It is not long before the cat is dead, re-animated and dead again. The early scenes of violence are disturbing and hilarious at the same time and are only a taste of what is to come. Dan tries to resist the temptation of power inherent in the re-animating fluid, but is sucked into Herbert&apos;s mad world of life giving.

There is a turn of events about halfway through the film (which I would be crazy to spoil) that almost screams to the viewer, `We aren&apos;t playing by the rules here.&apos; The storyline twists its way to the famous conclusion that, if you haven&apos;t heard of it, will leave you breathless. Even if you know what is going to happen, when you finally see it, in all of it&apos;s gory, sexual glory you understand why this classic has achieved such a status. The finale of the film is twisted in so many ways it&apos;s impossible to count.

 Obviously, I loved the movie. Having never been anything but a horror fan, I cannot say it will suit everyones&apos; tastes. The film is so over-the-top that the outrageous gore becomes less and less shocking. The timid viewer may want to shy away from this masterpiece. Anyone with even the slightest curiosity should seek this movie out.",,"['Comedy', 'Horror', 'Sci-Fi']","['reanimation', 'gore', 'morgue', 'medical research', 'zombie']",1985-10-18,['Stuart Gordon'],"['Jeffrey Combs', 'Bruce Abbott', 'Barbara Crampton']","['H.P. Lovecraft', 'Dennis Paoli', 'William Norris']"
